URL,entity,surface,before,after,classification_before,classification_after,source,evidence
/products/saucony-endorphin-speed-4,saucony-endorphin-speed-4,pdp-buy-if,You prefer a neutral carbon race shoe.,You prefer a neutral carbon race shoe.,GOOD,GOOD,review.whoShouldBuy,"PDP Should you buy uses You-form, not Best For"
/products/saucony-endorphin-speed-4,saucony-endorphin-speed-4,pdp-buy-if,,You want fast everyday plated shoe.,MISSING,GOOD,review.whoShouldBuy,"PDP Should you buy uses You-form, not Best For"
/products/saucony-endorphin-speed-4,saucony-endorphin-speed-4,pdp-skip-if,You need to avoid superseded by Endorphin Speed 5 for current picks.,You need to avoid superseded by Endorphin Speed 5 for current picks.,GOOD,GOOD,review.whoShouldAvoid,"PDP Skip if uses You-form, not Not ideal"
/products/saucony-endorphin-speed-4,saucony-endorphin-speed-4,pdp-skip-if,You're primarily looking for a soft easy-mile daily trainer.,You're primarily looking for a soft easy-mile daily trainer.,GOOD,GOOD,review.whoShouldAvoid,"PDP Skip if uses You-form, not Not ideal"
/products/saucony-endorphin-speed-4,saucony-endorphin-speed-4,pdp-skip-if,You prefer Saucony Endorphin Speed 5 when a carbon race shoe is not the weekly job.,You prefer Saucony Endorphin Speed 5 when a carbon race shoe is not the weekly job.,GOOD,GOOD,review.whoShouldAvoid,"PDP Skip if uses You-form, not Not ideal"
/products/saucony-endorphin-speed-4,saucony-endorphin-speed-4,pdp-skip-if,,Superseded by Endorphin Speed 5 for current picks,MISSING,GOOD,review.whoShouldAvoid,"PDP Skip if uses You-form, not Not ideal"
/products/saucony-endorphin-speed-4/alternatives,saucony-endorphin-speed-4,alternatives-best-for,uc-tempo-runs,Fast everyday plated shoe.,GENERIC,GENERIC,product.useCaseIds → canonical bestFor,"Alternatives Best for is situation copy, not taxonomy"
/products/saucony-endorphin-speed-4/alternatives,saucony-endorphin-speed-4,alternatives-best-for,uc-intervals,Balanced ride that still fits carbon race shoe sessions.,GENERIC,GOOD,product.useCaseIds → canonical bestFor,"Alternatives Best for is situation copy, not taxonomy"
/products/saucony-endorphin-speed-4/alternatives,saucony-endorphin-speed-4,alternatives-best-for,uc-half,Neutral carbon race shoe.,GENERIC,GENERIC,product.useCaseIds → canonical bestFor,"Alternatives Best for is situation copy, not taxonomy"
/products/new-balance-fuelcell-rebel-v4,new-balance-fuelcell-rebel-v4,pdp-best-for,"You want a light unplated FuelCell road shoe for tempo, strides and mixed easy days, and New Balance wide options matter versus Mach 6’s standard-only catalog listing","Light unplated FuelCell road shoe for tempo, strides and mixed easy days, and New Balance.",WORDY,GOOD,review.whoShouldBuy+product.strengths,PDP glance Best for uses situation register
/products/new-balance-fuelcell-rebel-v4,new-balance-fuelcell-rebel-v4,pdp-best-for,You are shopping leftover Rebel v4 rather than paying current-gen Rebel v5 money for the same family job,Shopping leftover Rebel v4 rather than paying current-gen Rebel v5 money for the same family job.,GOOD,GOOD,review.whoShouldBuy+product.strengths,PDP glance Best for uses situation register
/products/new-balance-fuelcell-rebel-v4,new-balance-fuelcell-rebel-v4,pdp-best-for,You will keep long easy miles in a more protective daily such as Pegasus 41 instead of forcing Rebel to do Nimbus work,Will keep long easy miles in a more protective daily such as Pegasus 41 instead of forcing.,WORDY,GOOD,review.whoShouldBuy+product.strengths,PDP glance Best for uses situation register
/products/new-balance-fuelcell-rebel-v4,new-balance-fuelcell-rebel-v4,pdp-best-for,"Light FuelCell pop for tempo, strides and mixed road weeks",Official New Balance wide options alongside standard.,GOOD,GOOD,review.whoShouldBuy+product.strengths,PDP glance Best for uses situation register
/products/new-balance-fuelcell-rebel-v4,new-balance-fuelcell-rebel-v4,pdp-not-ideal-for,Your week is mostly long easy or marathon-prep volume — Rebel v4 is less protective than a dedicated daily,Those looking for Your week is mostly long easy or marathon-prep volume.,WORDY,GOOD,review.whoShouldAvoid+product.weaknesses,PDP Not ideal uses situation register
/products/new-balance-fuelcell-rebel-v4,new-balance-fuelcell-rebel-v4,pdp-not-ideal-for,You want a nylon-plated workout shoe — Endorphin Speed 4 is the closer specialist,Those looking for nylon-plated workout shoe.,GOOD,GOOD,review.whoShouldAvoid+product.weaknesses,PDP Not ideal uses situation register
/products/new-balance-fuelcell-rebel-v4,new-balance-fuelcell-rebel-v4,pdp-not-ideal-for,"You specifically want the current Rebel platform — that is Rebel v5, not this previous generation",Those looking for specifically want the current Rebel platform.,GOOD,GOOD,review.whoShouldAvoid+product.weaknesses,PDP Not ideal uses situation register
/products/new-balance-fuelcell-rebel-v4,new-balance-fuelcell-rebel-v4,pdp-not-ideal-for,Less protective on long easy and marathon-prep days,Those looking for Less protective on long easy and marathon-prep days.,GOOD,GOOD,review.whoShouldAvoid+product.weaknesses,PDP Not ideal uses situation register
/products/new-balance-fuelcell-rebel-v4,new-balance-fuelcell-rebel-v4,pdp-buy-if,"You want a light unplated FuelCell road shoe for tempo, strides and mixed easy days, and New Balance wide options matter versus Mach 6’s standard-only catalog listing","You want a light unplated FuelCell road shoe for tempo, strides and mixed easy days, and New Balance.",WORDY,GOOD,review.whoShouldBuy,"PDP Should you buy uses You-form, not Best For"
/products/new-balance-fuelcell-rebel-v4,new-balance-fuelcell-rebel-v4,pdp-buy-if,You are shopping leftover Rebel v4 rather than paying current-gen Rebel v5 money for the same family job,You are shopping leftover Rebel v4 rather than paying current-gen Rebel v5 money for the same family job,GOOD,GOOD,review.whoShouldBuy,"PDP Should you buy uses You-form, not Best For"
/products/new-balance-fuelcell-rebel-v4,new-balance-fuelcell-rebel-v4,pdp-buy-if,You will keep long easy miles in a more protective daily such as Pegasus 41 instead of forcing Rebel to do Nimbus work,You will keep long easy miles in a more protective daily such as Pegasus 41 instead of forcing.,WORDY,GOOD,review.whoShouldBuy,"PDP Should you buy uses You-form, not Best For"
/products/new-balance-fuelcell-rebel-v4,new-balance-fuelcell-rebel-v4,pdp-buy-if,,"Light FuelCell pop for tempo, strides and mixed road weeks",MISSING,GOOD,review.whoShouldBuy,"PDP Should you buy uses You-form, not Best For"
/products/new-balance-fuelcell-rebel-v4,new-balance-fuelcell-rebel-v4,pdp-skip-if,Your week is mostly long easy or marathon-prep volume — Rebel v4 is less protective than a dedicated daily,Your week is mostly long easy or marathon-prep volume.,WORDY,GOOD,review.whoShouldAvoid,"PDP Skip if uses You-form, not Not ideal"
/products/new-balance-fuelcell-rebel-v4,new-balance-fuelcell-rebel-v4,pdp-skip-if,You want a nylon-plated workout shoe — Endorphin Speed 4 is the closer specialist,You want a nylon-plated workout shoe — Endorphin Speed 4 is the closer specialist,GOOD,GOOD,review.whoShouldAvoid,"PDP Skip if uses You-form, not Not ideal"
/products/new-balance-fuelcell-rebel-v4,new-balance-fuelcell-rebel-v4,pdp-skip-if,"You specifically want the current Rebel platform — that is Rebel v5, not this previous generation","You specifically want the current Rebel platform — that is Rebel v5, not this previous generation",GOOD,GOOD,review.whoShouldAvoid,"PDP Skip if uses You-form, not Not ideal"
/products/new-balance-fuelcell-rebel-v4,new-balance-fuelcell-rebel-v4,pdp-skip-if,,Less protective on long easy and marathon-prep days,MISSING,GOOD,review.whoShouldAvoid,"PDP Skip if uses You-form, not Not ideal"
/products/new-balance-fuelcell-rebel-v4/alternatives,new-balance-fuelcell-rebel-v4,alternatives-best-for,uc-tempo-runs,"Light unplated FuelCell road shoe for tempo, strides and mixed easy days, and New Balance.",GENERIC,GOOD,product.useCaseIds → canonical bestFor,"Alternatives Best for is situation copy, not taxonomy"
/products/new-balance-fuelcell-rebel-v4/alternatives,new-balance-fuelcell-rebel-v4,alternatives-best-for,uc-daily-training,Shopping leftover Rebel v4 rather than paying current-gen Rebel v5 money for the same family job.,GENERIC,GOOD,product.useCaseIds → canonical bestFor,"Alternatives Best for is situation copy, not taxonomy"
/products/new-balance-fuelcell-rebel-v4/alternatives,new-balance-fuelcell-rebel-v4,alternatives-best-for,uc-speed-work,Will keep long easy miles in a more protective daily such as Pegasus 41 instead of forcing.,GENERIC,GOOD,product.useCaseIds → canonical bestFor,"Alternatives Best for is situation copy, not taxonomy"
/products/adidas-adizero-boston-12,adidas-adizero-boston-12,pdp-best-for,You want dual Running + HYROX relevance and will rotate or compare against Endorphin Speed 4 — that is the Adizero Boston 12's main job,Dual Running + HYROX relevance.,MACHINE_LIKE,GOOD,review.whoShouldBuy+product.strengths,PDP glance Best for uses situation register
/products/adidas-adizero-boston-12,adidas-adizero-boston-12,pdp-best-for,Most of your sessions match responsive tempo ride more than a do-everything compromise,Responsive tempo ride.,MACHINE_LIKE,GENERIC,review.whoShouldBuy+product.strengths,PDP glance Best for uses situation register
/products/adidas-adizero-boston-12,adidas-adizero-boston-12,pdp-best-for,You're shopping a road (or treadmill) tool and can keep trail or race-day jobs in other shoes when needed,Road or treadmill shoe and can keep trail jobs elsewhere.,WORDY,GOOD,review.whoShouldBuy+product.strengths,PDP glance Best for uses situation register
/products/adidas-adizero-boston-12,adidas-adizero-boston-12,pdp-best-for,Dual Running + HYROX relevance,,GOOD,MISSING,review.whoShouldBuy+product.strengths,PDP glance Best for uses situation register
/products/adidas-adizero-boston-12,adidas-adizero-boston-12,pdp-not-ideal-for,You need not a max-cushion easy shoe — look at Endorphin Speed 4 or a clearer specialist instead of forcing the Adizero Boston 12,Those looking for Pegasus 41 when this role is not your week.,BROKEN,GOOD,review.whoShouldAvoid+product.weaknesses,PDP Not ideal uses situation register
/products/adidas-adizero-boston-12,adidas-adizero-boston-12,pdp-not-ideal-for,You want one shoe for every session and pace — the Adizero Boston 12 is a defined role; Endorphin Speed 4 or a second shoe may cover the gaps better,Those looking for one shoe for every session and pace.,WORDY,GOOD,review.whoShouldAvoid+product.weaknesses,PDP Not ideal uses situation register
/products/adidas-adizero-boston-12,adidas-adizero-boston-12,pdp-not-ideal-for,You need technical trail grip or a dedicated race plate as the primary job — this platform is aimed elsewhere,Those looking for technical trail grip or a dedicated race plate as the primary job.,WORDY,GOOD,review.whoShouldAvoid+product.weaknesses,PDP Not ideal uses situation register
/products/adidas-adizero-boston-12,adidas-adizero-boston-12,pdp-not-ideal-for,Not a max-cushion easy shoe,Those looking for Not a max-cushion easy shoe.,GOOD,GOOD,review.whoShouldAvoid+product.weaknesses,PDP Not ideal uses situation register
/products/adidas-adizero-boston-12,adidas-adizero-boston-12,pdp-buy-if,You want dual Running + HYROX relevance and will rotate or compare against Endorphin Speed 4 — that is the Adizero Boston 12's main job,You're looking for dual Running + HYROX relevance.,MACHINE_LIKE,GOOD,review.whoShouldBuy,"PDP Should you buy uses You-form, not Best For"
/products/adidas-adizero-boston-12,adidas-adizero-boston-12,pdp-buy-if,Most of your sessions match responsive tempo ride more than a do-everything compromise,You want responsive tempo ride.,MACHINE_LIKE,GOOD,review.whoShouldBuy,"PDP Should you buy uses You-form, not Best For"
/products/adidas-adizero-boston-12,adidas-adizero-boston-12,pdp-buy-if,You're shopping a road (or treadmill) tool and can keep trail or race-day jobs in other shoes when needed,You prefer a road or treadmill shoe and can keep trail jobs elsewhere.,WORDY,GOOD,review.whoShouldBuy,"PDP Should you buy uses You-form, not Best For"
/products/adidas-adizero-boston-12,adidas-adizero-boston-12,pdp-buy-if,,Dual Running + HYROX relevance,MISSING,GOOD,review.whoShouldBuy,"PDP Should you buy uses You-form, not Best For"
/products/adidas-adizero-boston-12,adidas-adizero-boston-12,pdp-skip-if,You need not a max-cushion easy shoe — look at Endorphin Speed 4 or a clearer specialist instead of forcing the Adizero Boston 12,You prefer Pegasus 41 when this role is not your week.,BROKEN,GOOD,review.whoShouldAvoid,"PDP Skip if uses You-form, not Not ideal"
/products/adidas-adizero-boston-12,adidas-adizero-boston-12,pdp-skip-if,You want one shoe for every session and pace — the Adizero Boston 12 is a defined role; Endorphin Speed 4 or a second shoe may cover the gaps better,You want one shoe for every session and pace.,WORDY,GOOD,review.whoShouldAvoid,"PDP Skip if uses You-form, not Not ideal"
/products/adidas-adizero-boston-12,adidas-adizero-boston-12,pdp-skip-if,You need technical trail grip or a dedicated race plate as the primary job — this platform is aimed elsewhere,You need technical trail grip or a dedicated race plate as the primary job.,WORDY,GOOD,review.whoShouldAvoid,"PDP Skip if uses You-form, not Not ideal"
/products/adidas-adizero-boston-12,adidas-adizero-boston-12,pdp-skip-if,,Not a max-cushion easy shoe,MISSING,GOOD,review.whoShouldAvoid,"PDP Skip if uses You-form, not Not ideal"
/products/adidas-adizero-boston-12/alternatives,adidas-adizero-boston-12,alternatives-best-for,uc-tempo-runs,Dual Running + HYROX relevance.,GENERIC,GOOD,product.useCaseIds → canonical bestFor,"Alternatives Best for is situation copy, not taxonomy"
/products/adidas-adizero-boston-12/alternatives,adidas-adizero-boston-12,alternatives-best-for,uc-daily-training,Responsive tempo ride.,GENERIC,GENERIC,product.useCaseIds → canonical bestFor,"Alternatives Best for is situation copy, not taxonomy"
/products/adidas-adizero-boston-12/alternatives,adidas-adizero-boston-12,alternatives-best-for,uc-long-runs,Road or treadmill shoe and can keep trail jobs elsewhere.,GENERIC,GOOD,product.useCaseIds → canonical bestFor,"Alternatives Best for is situation copy, not taxonomy"
/products/garmin-forerunner-965,garmin-forerunner-965,pdp-best-for,You're looking for full training suite.,Enough of what is built for without stretching it into another job.,GOOD,GOOD,review.whoShouldBuy+product.strengths,PDP glance Best for uses situation register
/products/garmin-forerunner-965,garmin-forerunner-965,pdp-best-for,You want enough of what Forerunner 965 is built for without stretching it into another job.,Over a generalist when GPS running watch is the weekly filter.,GOOD,GOOD,review.whoShouldBuy+product.strengths,PDP glance Best for uses situation register
/products/garmin-forerunner-965,garmin-forerunner-965,pdp-best-for,You prefer Forerunner 965 over a generalist when GPS running watch is the weekly filter.,,GOOD,MISSING,review.whoShouldBuy+product.strengths,PDP glance Best for uses situation register
